score;sim_to_best_vertices;sim_to_best_edges;avg_sim_others_vertices;avg_sim_others_edges
16425.000000;132;104;127.641642;85.182182
17050.000000;157;110;154.310310;99.416416
15964.000000;125;87;122.559560;80.484484
17086.000000;157;107;152.471471;96.799800
18721.000000;153;111;147.176176;97.765766
16707.000000;160;112;154.338338;97.503504
16583.000000;155;106;150.150150;92.769770
16615.000000;152;106;145.595596;91.257257
17644.000000;150;95;147.944945;91.517518
17673.000000;157;110;153.172172;100.542543
16126.000000;149;101;145.907908;90.605606
17101.000000;145;95;143.178178;89.692693
18133.000000;154;115;148.723724;98.327327
18497.000000;159;126;152.854855;104.034034
16885.000000;150;110;145.654655;95.315315
18909.000000;154;122;147.513514;99.566567
16524.000000;155;110;152.260260;99.953954
17368.000000;155;104;152.279279;98.550551
15528.000000;153;103;150.933934;92.995996
16960.000000;156;107;150.725726;95.698699
16969.000000;156;110;150.985986;95.579580
18422.000000;152;117;145.076076;96.463463
16880.000000;151;98;148.432432;94.319319
17531.000000;154;108;147.667668;92.940941
16932.000000;158;102;152.443443;95.448448
17287.000000;156;107;152.464464;100.626627
12072.000000;91;61;89.644645;55.648649
16757.000000;156;112;151.761762;97.411411
18024.000000;152;113;147.741742;99.243243
17595.000000;153;103;149.281281;95.951952
16937.000000;158;111;153.602603;97.499499
16301.000000;157;106;152.677678;94.439439
17282.000000;156;104;151.364364;97.792793
17447.000000;144;98;141.471471;89.253253
17074.000000;153;99;150.552553;95.528529
17397.000000;153;99;149.848849;95.495495
16513.000000;153;109;147.886887;95.101101
16828.000000;155;96;150.447447;94.581582
16214.000000;143;97;139.969970;85.130130
18600.000000;151;108;146.246246;99.750751
16997.000000;156;106;151.843844;96.783784
17355.000000;154;111;149.126126;96.150150
17521.000000;158;119;152.372372;98.697698
17148.000000;153;98;146.262262;92.978979
16592.000000;142;97;139.679680;89.299299
18096.000000;153;112;145.412412;98.105105
17739.000000;155;104;151.980981;100.299299
17252.000000;153;105;149.761762;98.095095
17229.000000;156;98;152.562563;95.824825
17595.000000;157;109;152.575576;99.635636
17410.000000;157;115;150.964965;98.735736
15622.000000;129;88;125.978979;74.807808
17512.000000;154;108;150.811812;96.702703
17024.000000;161;119;155.512513;99.827828
17247.000000;154;109;151.019019;97.464464
17873.000000;150;104;150.075075;99.456456
16781.000000;154;106;150.581582;97.349349
16656.000000;154;108;151.503504;96.459459
17577.000000;154;111;149.725726;98.206206
18518.000000;151;106;146.781782;97.303303
16763.000000;157;115;152.475475;98.239239
17435.000000;152;112;148.487487;93.618619
15890.000000;159;106;155.125125;95.058058
16603.000000;153;101;149.724725;99.008008
18580.000000;155;111;149.174174;100.139139
19147.000000;153;125;145.626627;97.323323
17657.000000;157;109;152.182182;96.666667
15871.000000;152;100;150.083083;93.220220
17776.000000;153;117;150.033033;99.306306
16966.000000;156;109;150.462462;96.899900
18100.000000;153;112;150.741742;101.912913
17582.000000;156;114;153.701702;100.751752
8807.000000;62;47;59.800801;37.050050
16969.000000;157;107;153.520521;94.794795
18336.000000;152;123;145.593594;97.705706
17669.000000;158;112;151.854855;95.041041
18097.000000;154;113;150.796797;99.670671
17293.000000;151;112;147.342342;95.677678
17321.000000;158;110;153.154154;99.997998
17435.000000;137;100;134.047047;86.941942
17657.000000;157;121;152.114114;98.943944
8909.000000;84;56;83.060060;53.375375
11102.000000;89;65;86.601602;53.403403
17917.000000;151;106;145.806807;93.583584
17684.000000;151;105;146.275275;95.637638
13311.000000;107;67;106.295295;66.295295
17472.000000;157;109;152.828829;98.812813
17289.000000;154;110;150.489489;99.701702
16977.000000;154;107;148.627628;96.059059
17287.000000;156;103;151.556557;96.753754
17897.000000;149;111;145.125125;96.673674
17220.000000;155;105;150.103103;94.268268
16681.000000;141;99;137.446446;90.066066
17511.000000;153;105;147.944945;94.153153
18207.000000;150;107;145.313313;96.099099
17018.000000;152;100;150.415415;94.706707
18330.000000;156;114;152.577578;102.816817
17267.000000;155;103;149.981982;101.716717
16677.000000;149;104;146.650651;92.911912
18529.000000;154;111;150.473473;101.690691
17256.000000;157;100;152.356356;96.169169
17756.000000;153;111;147.250250;95.297297
17777.000000;150;104;145.165165;94.394394
15566.000000;159;100;154.208208;92.404404
13685.000000;104;72;102.015015;66.722723
15889.000000;145;96;142.366366;87.578579
17796.000000;155;108;150.451451;97.536537
17611.000000;152;101;148.637638;93.841842
16885.000000;150;110;145.734735;93.078078
17457.000000;157;115;152.432432;100.118118
17658.000000;156;108;150.860861;97.621622
17385.000000;154;101;151.035035;95.020020
17709.000000;156;118;149.255255;100.465465
16404.000000;159;118;154.020020;97.009009
18264.000000;153;109;149.719720;98.015015
17475.000000;156;108;152.190190;99.760761
14658.000000;111;74;107.722723;66.479479
16295.000000;154;106;150.338338;91.982983
17782.000000;151;105;145.992993;93.051051
17220.000000;151;100;148.395395;95.969970
17401.000000;158;118;151.894895;98.450450
15340.000000;137;100;133.033033;87.742743
16906.000000;158;111;152.508509;97.917918
18328.000000;149;104;145.927928;97.934935
18068.000000;152;108;146.956957;96.892893
17354.000000;143;98;138.837838;91.200200
16865.000000;153;96;152.647648;97.612613
18005.000000;159;122;152.768769;100.892893
16511.000000;159;109;153.665666;95.205205
17253.000000;158;111;153.068068;95.532533
17397.000000;160;116;154.812813;101.477477
17374.000000;157;118;152.698699;98.953954
18739.000000;156;111;149.792793;97.872873
14595.000000;121;80;119.072072;74.134134
17735.000000;151;108;147.281281;96.934935
14294.000000;109;72;107.330330;65.507508
17081.000000;154;99;149.747748;95.300300
16282.000000;148;97;145.807808;91.438438
18232.000000;155;99;152.536537;99.321321
17822.000000;153;116;147.606607;99.283283
16992.000000;155;112;152.289289;100.196196
17411.000000;158;107;152.027027;98.575576
15958.000000;147;99;142.102102;88.726727
17193.000000;153;101;149.458458;94.473473
18413.000000;156;103;152.314314;99.167167
17019.000000;157;105;152.789790;97.372372
12864.000000;106;72;105.869870;69.594595
15297.000000;130;97;124.736737;83.574575
18066.000000;154;108;151.543544;99.873874
17353.000000;156;112;151.915916;96.057057
17573.000000;158;115;151.965966;100.033033
17194.000000;158;107;154.141141;97.109109
17207.000000;156;111;153.031031;98.466466
18087.000000;156;110;150.876877;97.952953
16532.000000;153;101;150.407407;92.686687
17624.000000;155;109;150.146146;98.132132
17487.000000;145;110;142.268268;90.119119
17476.000000;157;112;147.297297;92.652653
18427.000000;143;101;138.952953;90.700701
17322.000000;152;109;145.645646;94.622623
17167.000000;156;107;151.427427;99.060060
17972.000000;154;103;150.045045;99.503504
17054.000000;147;92;144.697698;89.264264
16931.000000;151;110;146.623624;95.946947
18013.000000;158;115;149.478478;98.627628
17065.000000;152;99;150.021021;97.338338
17155.000000;151;107;147.549550;97.844845
16895.000000;155;109;151.091091;96.671672
17311.000000;153;105;149.590591;95.471471
10901.000000;77;51;73.846847;45.919920
19032.000000;155;123;147.258258;101.698699
16944.000000;158;108;151.684685;96.578579
16937.000000;150;96;147.591592;90.776777
17596.000000;150;100;146.870871;93.871872
16843.000000;155;106;149.974975;94.642643
17948.000000;152;103;148.292292;96.576577
16697.000000;154;99;151.939940;98.016016
17348.000000;155;115;151.715716;97.350350
17025.000000;138;103;136.598599;90.135135
16020.000000;156;94;154.734735;94.347347
15695.000000;153;102;150.268268;91.709710
16794.000000;159;110;153.477477;99.006006
16319.000000;142;104;138.487487;87.810811
16312.000000;148;100;144.439439;87.423423
17922.000000;156;110;150.611612;100.009009
16966.000000;155;107;152.705706;99.191191
17756.000000;154;111;149.973974;99.896897
17442.000000;151;101;146.390390;92.406406
17195.000000;155;105;148.484484;95.896897
17208.000000;155;103;152.213213;97.810811
16062.000000;158;104;153.700701;94.766767
17863.000000;159;111;153.395395;100.147147
18160.000000;150;101;146.737738;95.836837
17647.000000;148;94;145.028028;91.944945
18463.000000;157;120;152.871872;103.783784
18097.000000;155;107;153.059059;102.552553
16666.000000;153;103;149.234234;93.340340
16667.000000;142;97;139.000000;85.827828
17406.000000;151;101;146.212212;92.875876
15560.000000;157;108;151.583584;90.887888
15359.000000;114;78;112.409409;73.272272
17216.000000;158;122;154.059059;103.740741
16996.000000;147;99;142.170170;89.402402
17412.000000;153;100;148.828829;94.656657
17670.000000;154;117;148.668669;98.186186
16467.000000;154;104;148.870871;92.154154
16759.000000;156;107;152.600601;97.462462
15827.000000;158;102;153.137137;90.968969
18469.000000;148;109;146.101101;100.500501
18296.000000;158;136;151.296296;102.270270
18391.000000;161;125;152.516517;103.047047
16244.000000;157;105;155.082082;98.131131
17549.000000;155;111;149.719720;98.646647
16889.000000;148;101;146.522523;91.692693
17630.000000;154;108;150.176176;99.736737
17426.000000;149;103;146.008008;95.087087
17582.000000;156;113;151.722723;99.096096
18483.000000;157;117;149.496496;99.187187
18079.000000;157;108;151.906907;98.874875
18472.000000;149;116;147.399399;99.328328
17372.000000;149;98;148.326326;95.970971
17357.000000;158;105;154.254254;98.209209
16046.000000;152;93;150.625626;92.254254
16524.000000;156;100;154.404404;98.766767
18575.000000;159;117;152.730731;102.424424
17374.000000;158;104;154.078078;98.390390
17664.000000;156;111;151.466466;96.542543
17640.000000;152;116;145.165165;95.077077
16197.000000;155;104;150.071071;90.361361
15560.000000;117;85;114.832833;73.154154
16578.000000;150;100;148.165165;95.860861
17971.000000;150;115;147.328328;98.293293
17711.000000;156;106;152.795796;98.534535
17384.000000;153;112;148.527528;96.349349
17266.000000;155;110;153.602603;100.509510
18393.000000;157;107;152.452452;101.602603
17235.000000;152;102;147.984985;94.659660
18012.000000;153;103;148.663664;95.582583
18044.000000;148;103;144.065065;93.239239
16628.000000;156;107;150.204204;95.589590
15930.000000;138;87;132.765766;80.709710
17642.000000;153;104;151.666667;99.093093
18175.000000;151;112;146.842843;97.843844
17403.000000;153;108;148.887888;98.665666
17500.000000;156;113;153.464464;104.050050
17142.000000;154;105;152.437437;97.437437
16912.000000;147;104;144.785786;92.327327
18558.000000;151;108;147.276276;96.708709
12862.000000;123;78;120.086086;70.595596
17151.000000;151;105;147.851852;95.707708
16186.000000;154;106;149.797798;92.198198
17773.000000;152;106;150.853854;100.230230
18692.000000;151;109;148.761762;101.154154
17724.000000;156;113;151.049049;98.758759
16622.000000;152;108;148.042042;93.061061
17710.000000;141;98;136.588589;85.583584
17246.000000;157;112;152.514515;96.843844
17309.000000;153;107;149.472472;92.401401
12689.000000;94;72;92.581582;61.332332
17510.000000;154;110;150.553554;98.604605
17429.000000;153;110;146.075075;93.697698
17236.000000;151;112;147.357357;93.521522
15760.000000;154;91;147.579580;86.836837
17819.000000;146;104;143.808809;90.353353
18444.000000;155;114;150.952953;101.306306
16601.000000;152;106;147.184184;93.790791
14610.000000;107;67;103.830831;65.229229
18108.000000;154;116;146.603604;97.083083
17301.000000;156;115;149.316316;96.838839
17714.000000;152;105;149.052052;93.973974
16429.000000;160;113;155.877878;97.211211
14199.000000;115;74;113.783784;69.472472
17588.000000;154;105;149.560561;96.569570
16671.000000;155;103;149.229229;92.167167
17903.000000;156;113;152.087087;102.204204
17751.000000;156;104;150.350350;97.519520
16711.000000;156;99;153.026026;96.322322
16541.000000;148;106;146.111111;96.623624
17953.000000;147;95;142.931932;92.621622
18259.000000;151;107;149.903904;101.230230
17454.000000;145;104;139.392392;90.968969
17433.000000;150;107;145.744745;95.933934
17024.000000;155;105;149.133133;95.455455
17797.000000;151;113;149.291291;101.487487
18227.000000;156;121;149.799800;100.744745
16317.000000;150;97;146.785786;88.179179
17726.000000;153;109;148.480480;96.966967
17191.000000;153;101;148.187187;95.945946
17567.000000;153;108;151.746747;98.499499
16914.000000;157;105;153.383383;100.468468
16291.000000;153;105;148.713714;92.602603
17397.000000;133;91;130.830831;84.718719
16093.000000;144;99;141.547548;90.424424
17900.000000;146;106;144.722723;94.797798
18113.000000;153;109;151.692693;99.719720
17422.000000;157;113;150.227227;93.090090
16447.000000;158;117;151.553554;94.174174
17106.000000;154;115;150.396396;96.293293
16942.000000;155;111;150.542543;98.895896
17306.000000;154;109;147.421421;94.154154
17985.000000;140;93;138.282282;91.584585
16995.000000;155;101;149.586587;95.977978
16990.000000;151;98;149.593594;97.191191
18730.000000;153;117;146.769770;98.111111
18065.000000;147;100;143.986987;97.005005
16829.000000;153;93;149.106106;94.235235
18130.000000;154;103;150.359359;95.959960
17031.000000;154;105;151.606607;98.993994
17090.000000;159;109;154.399399;97.560561
16728.000000;154;96;150.350350;91.930931
18181.000000;159;116;153.447447;103.255255
17525.000000;155;106;151.258258;97.415415
16360.000000;152;96;149.271271;92.274274
17766.000000;158;117;152.109109;98.710711
