score;sim_to_best_vertices;sim_to_best_edges;avg_sim_others_vertices;avg_sim_others_edges
5175.000000;132;75;128.771772;80.275275
5890.000000;140;96;133.742743;86.515516
6866.000000;144;110;134.265265;90.087087
5723.000000;128;87;123.321321;80.227227
5230.000000;100;69;98.894895;63.872873
5757.000000;138;96;133.013013;88.212212
6689.000000;145;100;138.912913;94.179179
5568.000000;132;95;125.570571;81.631632
5503.000000;109;77;104.681682;70.254254
5008.000000;141;93;136.749750;88.404404
6308.000000;139;97;135.644645;90.798799
5745.000000;143;106;134.438438;85.725726
5885.000000;139;95;135.394394;87.698699
6047.000000;149;111;137.655656;91.164164
5780.000000;151;113;143.461461;94.272272
5545.000000;144;98;138.169169;91.687688
5625.000000;140;96;134.085085;88.416416
5678.000000;141;96;131.368368;82.947948
6898.000000;145;109;135.956957;90.576577
6424.000000;148;112;141.289289;94.998999
6496.000000;147;110;140.368368;96.385385
5807.000000;137;96;131.180180;84.866867
6911.000000;147;115;139.089089;94.530531
5945.000000;149;101;139.128128;90.049049
4989.000000;139;93;133.716717;81.624625
5820.000000;142;98;136.033033;91.250250
4848.000000;142;100;139.556557;91.515516
5709.000000;134;83;131.777778;82.876877
5895.000000;141;92;134.430430;87.303303
4867.000000;150;108;142.118118;92.010010
6475.000000;145;107;136.896897;89.956957
4324.000000;126;90;121.680681;77.971972
6340.000000;144;102;138.121121;89.343343
5449.000000;145;104;138.587588;90.948949
6803.000000;147;111;138.720721;95.529530
5438.000000;147;91;141.725726;90.390390
6401.000000;143;107;137.267267;91.792793
6261.000000;144;101;137.624625;91.750751
4998.000000;136;100;130.007007;84.211211
5658.000000;131;101;126.644645;83.517518
6834.000000;149;108;138.646647;94.301301
5198.000000;144;99;137.535536;89.502503
3450.000000;63;41;61.294294;39.151151
5525.000000;139;94;133.158158;85.599600
5119.000000;143;98;138.383383;88.489489
6768.000000;141;107;136.534535;93.907908
5169.000000;148;101;140.113113;89.145145
5012.000000;140;93;135.627628;84.923924
5781.000000;136;88;132.316316;86.112112
6811.000000;137;100;129.784785;85.991992
6050.000000;140;94;136.615616;89.747748
6270.000000;143;121;132.168168;86.572573
5403.000000;143;109;136.296296;87.611612
5220.000000;142;95;136.189189;88.159159
6433.000000;141;99;134.372372;87.852853
6190.000000;148;114;138.776777;91.501502
4973.000000;145;100;139.563564;88.644645
5893.000000;144;100;138.887888;92.272272
7221.000000;141;112;129.764765;88.444444
6878.000000;146;116;135.493493;90.392392
4949.000000;145;96;139.440440;92.041041
5381.000000;145;101;137.144144;88.726727
4320.000000;142;94;138.887888;88.177177
5695.000000;129;92;125.042042;79.393393
5619.000000;138;100;131.888889;84.515516
5618.000000;142;97;138.654655;88.822823
6031.000000;140;94;135.811812;90.317317
592.000000;4;3;3.895896;2.501502
5670.000000;137;95;129.593594;82.517518
5755.000000;147;105;142.770771;94.839840
5681.000000;143;94;137.088088;89.452452
5887.000000;85;61;83.782783;54.872873
5064.000000;146;106;139.136136;88.991992
5244.000000;103;74;99.369369;64.594595
5176.000000;145;101;140.141141;91.769770
5368.000000;147;100;142.200200;91.912913
5174.000000;143;92;140.949950;90.734735
5844.000000;151;115;140.026026;93.460460
5998.000000;144;101;137.983984;89.232232
5503.000000;138;95;131.642643;84.316316
6654.000000;135;91;130.962963;86.580581
5104.000000;111;73;106.316316;68.993994
5430.000000;109;76;107.057057;65.202202
5978.000000;142;95;138.118118;90.204204
6208.000000;147;101;136.853854;88.094094
5895.000000;147;103;141.337337;91.650651
5288.000000;143;93;139.377377;89.487487
5298.000000;136;90;132.371371;81.057057
3509.000000;66;47;62.526527;37.372372
6347.000000;144;105;136.661662;92.371371
5434.000000;145;102;141.680681;91.372372
6296.000000;146;103;137.813814;91.604605
6049.000000;139;96;132.468468;83.063063
6069.000000;144;102;139.236236;93.721722
6170.000000;141;98;137.805806;93.105105
5635.000000;136;97;131.215215;86.606607
5002.000000;144;99;136.781782;88.123123
4017.000000;141;94;139.425425;89.186186
4467.000000;118;77;111.719720;70.295295
5933.000000;131;90;126.901902;81.856857
5437.000000;147;105;142.434434;95.189189
5710.000000;148;106;141.565566;93.344344
5746.000000;136;94;130.679680;85.865866
6021.000000;148;105;141.350350;94.079079
5300.000000;119;82;116.327327;73.520521
4867.000000;146;92;142.732733;91.582583
5574.000000;141;93;134.704705;85.193193
4941.000000;134;85;130.109109;81.592593
6053.000000;120;81;118.067067;75.721722
4933.000000;148;100;142.036036;91.536537
5676.000000;139;97;133.800801;88.353353
4540.000000;140;88;136.764765;85.096096
5943.000000;131;94;128.115115;85.977978
6050.000000;142;105;134.845846;89.300300
6015.000000;147;107;138.858859;89.977978
5254.000000;149;105;140.414414;90.293293
5765.000000;146;96;138.171171;89.182182
6648.000000;148;101;139.085085;90.345345
5195.000000;144;93;138.472472;87.706707
6009.000000;140;100;132.749750;86.330330
6053.000000;149;106;141.147147;94.133133
5744.000000;142;98;136.459459;90.934935
5963.000000;125;85;123.550551;81.050050
6078.000000;149;101;143.598599;94.996997
5592.000000;142;95;136.367367;86.674675
5981.000000;144;99;139.604605;91.138138
5386.000000;146;109;140.611612;93.315315
5049.000000;144;99;138.762763;90.047047
6486.000000;139;97;136.176176;90.490490
6888.000000;146;114;136.653654;93.743744
5418.000000;146;98;139.935936;89.449449
5426.000000;146;97;138.957958;86.860861
5355.000000;144;98;138.522523;88.447447
5687.000000;142;98;135.399399;88.216216
4751.000000;100;71;97.538539;60.804805
5040.000000;140;94;135.013013;86.644645
5518.000000;117;85;116.483483;75.185185
6438.000000;143;108;132.628629;88.655656
5961.000000;141;95;137.959960;89.592593
5855.000000;141;94;137.322322;89.828829
6091.000000;145;106;137.134134;90.828829
6683.000000;121;80;118.320320;76.377377
6079.000000;149;107;140.060060;91.383383
5927.000000;113;79;106.576577;67.588589
6550.000000;132;94;127.261261;84.540541
6345.000000;143;101;134.801802;88.307307
4727.000000;147;102;140.268268;89.350350
5913.000000;120;82;114.998999;72.027027
6227.000000;145;105;136.802803;89.997998
5410.000000;145;97;138.805806;90.689690
4016.000000;109;78;104.211211;65.244244
4913.000000;127;83;122.456456;74.879880
5953.000000;143;100;134.389389;87.275275
5331.000000;144;97;136.083083;88.061061
6245.000000;144;100;137.590591;92.383383
3835.000000;138;95;135.564565;85.059059
5181.000000;139;97;134.338338;85.154154
5405.000000;142;91;136.920921;87.229229
6618.000000;149;118;138.101101;94.434434
6008.000000;148;105;138.302302;89.259259
6525.000000;147;100;140.405405;95.731732
