score;sim_to_best_vertices;sim_to_best_edges;avg_sim_others_vertices;avg_sim_others_edges
5177.000000;132;88;126.421421;80.978979
5269.000000;142;92;137.739740;87.560561
6828.000000;134;93;125.884885;81.249249
6594.000000;136;92;133.866867;89.066066
6047.000000;142;99;135.427427;92.836837
5747.000000;144;103;137.777778;91.038038
4831.000000;147;97;139.768769;90.375375
5216.000000;115;80;113.547548;73.963964
6010.000000;143;97;137.040040;87.375375
5716.000000;140;102;133.784785;87.934935
4625.000000;124;81;118.565566;76.226226
5301.000000;105;71;102.520521;64.150150
5056.000000;124;86;121.139139;76.419419
5434.000000;144;102;135.841842;87.401401
5718.000000;150;117;138.920921;92.960961
6104.000000;147;108;140.680681;94.647648
6585.000000;147;100;140.861862;94.345345
6063.000000;112;82;109.754755;74.026026
6376.000000;142;102;134.738739;90.355355
6866.000000;142;102;133.674675;90.969970
5189.000000;147;107;135.887888;87.673674
5221.000000;142;95;136.510511;87.416416
6248.000000;145;102;139.371371;90.425425
5744.000000;139;96;133.534535;87.103103
5489.000000;130;95;125.476476;82.112112
4945.000000;145;101;139.712713;92.091091
6484.000000;147;109;138.138138;90.884885
5298.000000;144;98;137.860861;88.435435
5967.000000;147;102;141.403403;90.565566
6092.000000;144;96;139.480480;93.851852
4590.000000;139;91;134.216216;85.804805
6413.000000;144;104;135.576577;89.778779
6770.000000;135;96;127.540541;81.434434
5384.000000;144;98;139.516517;91.783784
5421.000000;141;99;135.070070;88.757758
5343.000000;144;107;137.362362;88.712713
5290.000000;144;98;137.630631;88.343343
6016.000000;147;96;140.503504;89.937938
5306.000000;140;95;132.453453;85.886887
6489.000000;140;101;135.457457;91.659660
5713.000000;133;93;127.814815;85.275275
4946.000000;145;98;136.717718;86.337337
6226.000000;146;100;141.225225;92.751752
6582.000000;137;91;131.762763;86.798799
5335.000000;134;89;130.197197;84.643644
5616.000000;142;96;136.758759;90.214214
6752.000000;142;104;132.734735;87.866867
4468.000000;146;92;140.199199;88.153153
7020.000000;144;109;136.762763;93.297297
5305.000000;143;95;136.669670;85.367367
5669.000000;141;97;137.814815;90.669670
6889.000000;137;107;131.034034;88.146146
5350.000000;118;84;112.711712;70.263263
2672.000000;73;43;72.427427;43.746747
5734.000000;145;100;139.605606;88.953954
5022.000000;141;97;134.885886;87.276276
6224.000000;147;104;141.095095;94.738739
5282.000000;138;93;133.782783;83.776777
6007.000000;112;77;106.950951;66.642643
5348.000000;145;95;140.164164;88.805806
5802.000000;144;100;137.629630;89.411411
5850.000000;131;103;122.894895;82.383383
5501.000000;142;93;140.122122;90.544545
5863.000000;105;81;100.245245;70.022022
5434.000000;139;93;133.900901;87.256256
5894.000000;115;80;111.780781;72.139139
5428.000000;145;106;139.446446;91.664665
6134.000000;130;90;124.838839;81.366366
7013.000000;149;117;139.694695;91.593594
6593.000000;145;108;137.818819;93.026026
6323.000000;139;94;134.382382;87.933934
4951.000000;122;81;116.173173;74.533534
6566.000000;137;98;132.139139;87.119119
5053.000000;125;81;121.761762;76.694695
6777.000000;146;111;136.136136;91.075075
4288.000000;126;76;123.426426;75.373373
5669.000000;146;100;144.059059;95.652653
4451.000000;148;111;141.359359;91.975976
5781.000000;95;75;92.768769;61.837838
4552.000000;142;89;137.953954;84.894895
5833.000000;141;100;134.909910;88.731732
5858.000000;125;84;123.493493;81.320320
5255.000000;148;100;141.358358;91.248248
5756.000000;148;95;140.977978;90.158158
5396.000000;143;97;138.528529;87.088088
6714.000000;146;104;137.448448;90.394394
5638.000000;139;93;134.410410;87.525526
5536.000000;114;71;112.060060;70.984985
5637.000000;144;104;138.093093;91.839840
5764.000000;133;97;129.469469;84.235235
5245.000000;149;96;140.966967;91.816817
5549.000000;140;98;137.577578;89.544545
6252.000000;137;96;132.816817;86.985986
5832.000000;144;101;138.630631;90.748749
5139.000000;140;92;133.615616;82.396396
6260.000000;149;102;141.895896;94.777778
5975.000000;141;96;135.985986;89.788789
7128.000000;145;109;134.400400;89.000000
5077.000000;145;89;139.139139;87.402402
5373.000000;129;88;126.388388;78.474474
4880.000000;130;90;126.988989;82.294294
5925.000000;127;84;127.420420;81.845846
4386.000000;142;93;135.847848;85.287287
5923.000000;143;101;136.523524;90.043043
5773.000000;123;82;118.715716;76.906907
3792.000000;139;91;135.998999;83.377377
6347.000000;140;100;133.778779;89.126126
5158.000000;145;97;137.840841;87.857858
6035.000000;148;98;143.418418;96.838839
6026.000000;150;112;142.478478;94.020020
5839.000000;143;99;139.680681;90.819820
5378.000000;93;62;90.187187;55.763764
6070.000000;146;107;138.865866;95.318318
5437.000000;138;85;134.079079;85.266266
5703.000000;120;76;117.542543;74.598599
5750.000000;143;99;137.594595;90.178178
6303.000000;144;103;139.418418;93.601602
5646.000000;148;103;142.463463;94.358358
5529.000000;106;76;102.619620;66.063063
5759.000000;144;100;141.110110;94.649650
6194.000000;142;104;136.108108;92.339339
7058.000000;145;103;137.129129;91.519520
6168.000000;138;99;133.067067;88.320320
6466.000000;138;94;133.792793;89.106106
6573.000000;141;97;136.874875;92.640641
7390.000000;146;115;134.074074;88.528529
6302.000000;135;93;130.950951;86.834835
6540.000000;140;107;135.253253;90.419419
6579.000000;149;106;141.325325;93.700701
5921.000000;104;79;100.544545;63.739740
7026.000000;140;105;133.809810;89.946947
5352.000000;136;86;129.599600;81.540541
3419.000000;85;58;84.680681;53.686687
4695.000000;99;72;96.671672;63.676677
6658.000000;143;96;138.927928;93.528529
4689.000000;126;93;117.042042;76.140140
5566.000000;98;76;93.744745;60.919920
6767.000000;143;111;133.025025;88.371371
4950.000000;142;90;137.012012;86.015015
5575.000000;138;99;133.028028;86.684685
5912.000000;149;105;139.952953;92.267267
6960.000000;124;89;117.416416;78.777778
5724.000000;140;93;136.578579;89.272272
5554.000000;142;95;136.134134;87.938939
5463.000000;141;95;136.222222;85.889890
6088.000000;140;96;137.110110;89.778779
4409.000000;86;66;84.669670;54.731732
6134.000000;148;106;138.560561;92.911912
4492.000000;129;92;124.284284;82.698699
6073.000000;148;108;138.356356;90.422422
5341.000000;139;98;136.906907;87.764765
6448.000000;145;95;140.645646;93.244244
4698.000000;137;90;131.655656;82.445445
5080.000000;144;92;140.902903;90.778779
3652.000000;88;61;82.669670;53.196196
5907.000000;129;87;126.778779;79.824825
6587.000000;148;110;140.078078;94.991992
5639.000000;132;87;125.823824;80.374374
5654.000000;125;82;122.459459;79.415415
6942.000000;144;106;136.105105;90.031031
5158.000000;142;100;136.506507;85.602603
6300.000000;145;100;139.024024;92.807808
5689.000000;105;74;102.203203;63.698699
5121.000000;141;90;136.878879;85.814815
5958.000000;147;110;137.279279;87.983984
5787.000000;142;98;135.915916;91.407407
6864.000000;147;113;137.087087;89.890891
4580.000000;133;82;129.209209;79.186186
6768.000000;134;95;128.049049;83.591592
5328.000000;110;78;105.281281;64.720721
4499.000000;148;104;142.474474;91.584585
6235.000000;140;102;133.745746;87.121121
4884.000000;120;79;118.937938;74.325325
5419.000000;150;105;142.072072;92.669670
5027.000000;144;101;135.654655;86.703704
5882.000000;137;98;130.307307;84.760761
6235.000000;143;100;139.635636;93.893894
6275.000000;144;109;137.322322;93.702703
6344.000000;148;112;138.430430;91.725726
5189.000000;138;94;131.432432;85.230230
6258.000000;143;108;138.774775;94.721722
6493.000000;138;100;132.148148;86.026026
5986.000000;146;101;140.622623;92.718719
6437.000000;148;106;137.746747;90.084084
5532.000000;143;95;139.483483;93.387387
6429.000000;132;100;126.898899;86.464464
6322.000000;144;103;137.453453;91.401401
3905.000000;146;100;140.652653;88.258258
5572.000000;110;78;108.339339;67.704705
6545.000000;140;108;132.518519;86.655656
5098.000000;144;90;140.290290;88.529530
5299.000000;144;98;139.014014;90.174174
6176.000000;87;64;86.568569;57.192192
6155.000000;147;108;139.390390;92.412412
5496.000000;145;106;139.289289;89.947948
5262.000000;132;87;127.374374;80.300300
5393.000000;143;91;137.831832;89.960961
5417.000000;145;105;138.885886;91.037037
6118.000000;139;97;137.097097;90.918919
6869.000000;145;112;133.305305;88.307307
6063.000000;135;96;128.406406;84.603604
4719.000000;145;96;138.672673;91.612613
5787.000000;140;94;133.901902;84.979980
6288.000000;144;102;137.548549;91.036036
6247.000000;145;104;140.901902;95.190190
3959.000000;92;58;90.228228;54.243243
4189.000000;83;59;81.716717;51.899900
6461.000000;132;84;128.207207;84.450450
5915.000000;139;97;134.485485;87.357357
6016.000000;139;91;132.918919;84.790791
4888.000000;139;92;135.167167;86.373373
5948.000000;138;98;132.419419;87.223223
5402.000000;123;81;121.243243;77.393393
5154.000000;144;94;139.080080;91.732733
6436.000000;144;103;136.226226;91.008008
6666.000000;134;102;123.176176;83.716717
5843.000000;122;83;118.855856;76.010010
5924.000000;132;87;128.778779;83.657658
6743.000000;146;108;139.013013;91.218218
5368.000000;147;100;141.060060;93.121121
5957.000000;143;89;137.853854;87.477477
5685.000000;135;96;131.661662;88.028028
6032.000000;143;100;136.139139;88.865866
5130.000000;148;99;139.497497;89.474474
4508.000000;147;104;140.233233;88.223223
6217.000000;144;114;139.306306;95.098098
5383.000000;128;90;124.022022;80.937938
5293.000000;140;98;137.368368;90.201201
5330.000000;139;99;130.982983;85.439439
5671.000000;145;105;137.990991;92.839840
4849.000000;145;98;140.092092;87.129129
4814.000000;130;92;126.032032;83.688689
5421.000000;142;98;135.359359;90.059059
5571.000000;141;106;135.140140;87.207207
4828.000000;140;88;135.930931;86.173173
6074.000000;126;95;119.607608;77.736737
6216.000000;140;97;136.764765;89.838839
6572.000000;143;103;134.914915;91.010010
5291.000000;95;65;92.844845;58.820821
5084.000000;125;90;120.567568;74.939940
6587.000000;144;99;138.763764;93.509510
6094.000000;144;100;136.600601;89.182182
5675.000000;140;94;132.599600;85.662663
7098.000000;140;97;134.400400;90.353353
5305.000000;147;101;137.587588;87.862863
5013.000000;101;69;97.531532;59.795796
4610.000000;130;88;126.330330;78.857858
5420.000000;145;102;135.525526;88.746747
6629.000000;150;107;141.596597;95.275275
5108.000000;146;98;140.585586;88.776777
5155.000000;123;86;120.695696;77.097097
6622.000000;139;102;133.437437;89.270270
6074.000000;143;111;136.314314;89.357357
4952.000000;96;65;91.571572;57.522523
6679.000000;141;107;134.322322;90.722723
6405.000000;148;119;137.619620;95.079079
5450.000000;143;94;136.750751;86.442442
4242.000000;100;72;95.035035;59.331331
6042.000000;133;88;125.859860;79.514515
4054.000000;149;103;141.819820;89.188188
5407.000000;147;99;140.156156;89.774775
6275.000000;109;87;104.975976;68.246246
5542.000000;139;90;136.558559;88.755756
5350.000000;132;89;128.535536;84.653654
4961.000000;127;85;123.365365;77.871872
5840.000000;144;102;138.114114;89.624625
4707.000000;146;100;137.804805;88.400400
7119.000000;144;99;138.272272;95.054054
6202.000000;143;104;136.144144;89.722723
5589.000000;137;86;132.312312;84.486486
4664.000000;136;86;132.734735;84.345345
5789.000000;145;100;137.332332;90.824825
5950.000000;148;101;142.160160;95.129129
6014.000000;142;99;134.617618;89.988989
5619.000000;140;91;135.619620;84.077077
5861.000000;144;107;135.340340;88.071071
6032.000000;142;97;137.293293;89.466466
5768.000000;138;94;135.958959;90.319319
5281.000000;144;100;138.862863;91.613614
5246.000000;144;102;136.407407;88.293293
5526.000000;146;100;138.793794;91.769770
7153.000000;147;109;136.693694;91.895896
6413.000000;146;103;139.466466;91.899900
6153.000000;146;101;140.587588;95.682683
6512.000000;146;114;137.707708;93.300300
6088.000000;143;96;137.395395;90.957958
6267.000000;147;105;138.563564;92.729730
6848.000000;148;116;136.978979;89.325325
5645.000000;142;102;137.976977;91.701702
6406.000000;126;88;122.546547;79.628629
5193.000000;143;98;135.991992;85.373373
5400.000000;132;81;129.960961;81.725726
6831.000000;144;105;136.865866;91.902903
5242.000000;86;61;84.224224;54.516517
5787.000000;140;89;134.817818;85.846847
5187.000000;148;100;144.339339;94.854855
6602.000000;140;106;132.553554;89.330330
6453.000000;140;96;134.893894;90.486486
4839.000000;142;86;137.774775;86.992993
6198.000000;148;108;139.938939;94.628629
5391.000000;85;65;81.498498;53.310310
5466.000000;116;76;114.570571;73.027027
5738.000000;145;101;140.016016;92.946947
5979.000000;134;91;127.718719;83.623624
5803.000000;145;100;135.501502;88.361361
5471.000000;138;88;133.296296;84.090090
5717.000000;142;103;136.877878;89.947948
5883.000000;144;98;135.609610;87.340340
5431.000000;141;93;137.750751;87.534535
6373.000000;137;92;132.565566;86.693694
5387.000000;139;86;134.419419;86.632633
5565.000000;149;107;139.449449;90.548549
5556.000000;140;93;136.256256;88.666667
6026.000000;147;105;140.793794;94.755756
